person,personLabel,birthCity,birthCityLabel,birthCountryLabel,university,universityLabel,yearFounded,universityCity,universityCityLabel,universityCountryLabel,employer,employerLabel,employerCity,employerCityLabel,employerCountryLabel
http://www.wikidata.org/entity/Q101572413,Q101572413,,,,http://www.wikidata.org/entity/Q218506,Lund University,1666-12-19T00:00:00Z,http://www.wikidata.org/entity/Q2167,Lund,Sweden,http://www.wikidata.org/entity/Q877536,Dell EMC,http://www.wikidata.org/entity/Q1009192,Hopkinton,United States of America
http://www.wikidata.org/entity/Q101572413,Q101572413,,,,http://www.wikidata.org/entity/Q218506,Lund University,1666-12-19T00:00:00Z,http://www.wikidata.org/entity/Q2167,Lund,Sweden,http://www.wikidata.org/entity/Q4567911,Telia Sverige,http://www.wikidata.org/entity/Q10417432,Arenastaden,Sweden
http://www.wikidata.org/entity/Q101572413,Q101572413,,,,http://www.wikidata.org/entity/Q218506,Lund University,1666-12-19T00:00:00Z,http://www.wikidata.org/entity/Q2167,Lund,Sweden,http://www.wikidata.org/entity/Q101569206,Microsoft Sweden,,,
http://www.wikidata.org/entity/Q10428103,Q10428103,,,,http://www.wikidata.org/entity/Q221645,Stockholm University,1878-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,,,,,
http://www.wikidata.org/entity/Q12377489,Q12377489,,,,http://www.wikidata.org/entity/Q218506,Lund University,1666-12-19T00:00:00Z,http://www.wikidata.org/entity/Q2167,Lund,Sweden,,,,,
http://www.wikidata.org/entity/Q13175744,Q13175744,http://www.wikidata.org/entity/Q1003877,Dicle,Turkey,http://www.wikidata.org/entity/Q221645,Stockholm University,1878-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,,,,,
http://www.wikidata.org/entity/Q16130684,Q16130684,,,,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,,,,,
http://www.wikidata.org/entity/Q16649501,Q16649501,,,,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,,,,,
http://www.wikidata.org/entity/Q16905466,Q16905466,,,,http://www.wikidata.org/entity/Q218506,Lund University,1666-12-19T00:00:00Z,http://www.wikidata.org/entity/Q2167,Lund,Sweden,,,,,
http://www.wikidata.org/entity/Q24836686,Q24836686,,,,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,,,,,
http://www.wikidata.org/entity/Q28009649,Q28009649,,,,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,,,,,
http://www.wikidata.org/entity/Q29381453,Q29381453,,,,http://www.wikidata.org/entity/Q2002420,Örebro University,1977-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25732,Örebro,Sweden,http://www.wikidata.org/entity/Q185246,Uppsala University,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden
http://www.wikidata.org/entity/Q30079205,Q30079205,,,,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,,,,,
http://www.wikidata.org/entity/Q30229816,Q30229816,http://www.wikidata.org/entity/Q25287,Gothenburg,Sweden,http://www.wikidata.org/entity/Q836805,Chalmers University of Technology,1829-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25287,Gothenburg,Sweden,,,,,
http://www.wikidata.org/entity/Q30346365,Q30346365,http://www.wikidata.org/entity/Q753010,Gulbene,Latvia,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,http://www.wikidata.org/entity/Q4201643,Latvian Institute of Organic Synthesis,,,
http://www.wikidata.org/entity/Q30960803,Q30960803,http://www.wikidata.org/entity/Q1555,Guatemala City,Guatemala,http://www.wikidata.org/entity/Q218506,Lund University,1666-12-19T00:00:00Z,http://www.wikidata.org/entity/Q2167,Lund,Sweden,,,,,
http://www.wikidata.org/entity/Q37008275,Q37008275,http://www.wikidata.org/entity/Q10520535,Helsingborgs Maria church parish,Sweden,http://www.wikidata.org/entity/Q854280,Royal Institute of Technology,1827-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,,,,,
http://www.wikidata.org/entity/Q38772215,Q38772215,,,,http://www.wikidata.org/entity/Q218506,Lund University,1666-12-19T00:00:00Z,http://www.wikidata.org/entity/Q2167,Lund,Sweden,,,,,
http://www.wikidata.org/entity/Q42566556,Q42566556,http://www.wikidata.org/entity/Q990076,Djursholm,Sweden,http://www.wikidata.org/entity/Q221645,Stockholm University,1878-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,,,,,
http://www.wikidata.org/entity/Q55964590,Q55964590,http://www.wikidata.org/entity/Q3240427,Härnösand,Sweden,http://www.wikidata.org/entity/Q221645,Stockholm University,1878-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,http://www.wikidata.org/entity/Q20669285,Svenska arkitekters riksförbund,,,
http://www.wikidata.org/entity/Q57297774,Q57297774,,,,http://www.wikidata.org/entity/Q221645,Stockholm University,1878-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,,,,,
http://www.wikidata.org/entity/Q5745235,Q5745235,,,,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,,,,,
http://www.wikidata.org/entity/Q5746487,Q5746487,http://www.wikidata.org/entity/Q25412,Västerås,Sweden,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,,,,,
http://www.wikidata.org/entity/Q5973585,Q5973585,http://www.wikidata.org/entity/Q25732,Örebro,Sweden,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,,,,,
http://www.wikidata.org/entity/Q60455221,Q60455221,,,,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,,,,,
http://www.wikidata.org/entity/Q60823055,Q60823055,,,,http://www.wikidata.org/entity/Q782600,Linköping University,1975-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25413,Linköping,Sweden,,,,,
http://www.wikidata.org/entity/Q6085574,Q6085574,,,,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,http://www.wikidata.org/entity/Q219564,Karolinska Institute,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden
http://www.wikidata.org/entity/Q60971072,Q60971072,,,,http://www.wikidata.org/entity/Q221645,Stockholm University,1878-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,http://www.wikidata.org/entity/Q1940803,Mid Sweden University,,,
http://www.wikidata.org/entity/Q6166356,Q6166356,http://www.wikidata.org/entity/Q3427889,Katarina church parish,Sweden,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,http://www.wikidata.org/entity/Q185246,Uppsala University,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden
http://www.wikidata.org/entity/Q62018961,Q62018961,,,,http://www.wikidata.org/entity/Q221645,Stockholm University,1878-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,,,,,
http://www.wikidata.org/entity/Q6258313,Q6258313,,,,http://www.wikidata.org/entity/Q221645,Stockholm University,1878-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,,,,,
http://www.wikidata.org/entity/Q63869800,Q63869800,,,,http://www.wikidata.org/entity/Q218506,Lund University,1666-12-19T00:00:00Z,http://www.wikidata.org/entity/Q2167,Lund,Sweden,,,,,
http://www.wikidata.org/entity/Q65273185,Q65273185,,,,http://www.wikidata.org/entity/Q221645,Stockholm University,1878-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,http://www.wikidata.org/entity/Q854280,Royal Institute of Technology,http://www.wikidata.org/entity/Q10441282,Q10441282,Sweden
http://www.wikidata.org/entity/Q70745000,Q70745000,http://www.wikidata.org/entity/Q5776,Bethlehem,State of Palestine,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,,,,,
http://www.wikidata.org/entity/Q77527607,Q77527607,,,,http://www.wikidata.org/entity/Q854280,Royal Institute of Technology,1827-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,,,,,
http://www.wikidata.org/entity/Q88387084,Q88387084,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,,,,,
http://www.wikidata.org/entity/Q9065136,Q9065136,,,,http://www.wikidata.org/entity/Q218506,Lund University,1666-12-19T00:00:00Z,http://www.wikidata.org/entity/Q2167,Lund,Sweden,,,,,
http://www.wikidata.org/entity/Q98560911,Q98560911,http://www.wikidata.org/entity/Q25413,Linköping,Sweden,http://www.wikidata.org/entity/Q1144565,Umeå University,1965-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25579,Umeå,Sweden,,,,,
http://www.wikidata.org/entity/Q102198053,(Mats) Anders Olofsson,,,,http://www.wikidata.org/entity/Q221645,Stockholm University,1878-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,,,,,
http://www.wikidata.org/entity/Q81697961,A Delin,,,,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,http://www.wikidata.org/entity/Q854280,Royal Institute of Technology,http://www.wikidata.org/entity/Q10441282,Q10441282,Sweden
http://www.wikidata.org/entity/Q87349543,A. A. A. Laitinen,http://www.wikidata.org/entity/Q1724211,Kiihtelysvaara,Finland,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,,,,,
http://www.wikidata.org/entity/Q102254505,A. Dahlen,,,,http://www.wikidata.org/entity/Q854280,Royal Institute of Technology,1827-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,,,,,
http://www.wikidata.org/entity/Q102200163,A. Nou,,,,http://www.wikidata.org/entity/Q854280,Royal Institute of Technology,1827-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,,,,,
http://www.wikidata.org/entity/Q59392224,Aake Nordlund,,,,http://www.wikidata.org/entity/Q221645,Stockholm University,1878-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,http://www.wikidata.org/entity/Q186285,University of Copenhagen,,,
http://www.wikidata.org/entity/Q60974409,Aamir Mahdi,,,,http://www.wikidata.org/entity/Q2002420,Örebro University,1977-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25732,Örebro,Sweden,http://www.wikidata.org/entity/Q1734280,Karolinska University Hospital,,,
http://www.wikidata.org/entity/Q4661609,Aant Elzinga,http://www.wikidata.org/entity/Q3291153,Bolsward,Netherlands,http://www.wikidata.org/entity/Q371522,University of Gothenburg,1954-07-01T00:00:00Z,http://www.wikidata.org/entity/Q25287,Gothenburg,Sweden,http://www.wikidata.org/entity/Q371522,University of Gothenburg,http://www.wikidata.org/entity/Q25287,Gothenburg,Sweden
http://www.wikidata.org/entity/Q16407029,Aarand Roos,,,,http://www.wikidata.org/entity/Q218506,Lund University,1666-12-19T00:00:00Z,http://www.wikidata.org/entity/Q2167,Lund,Sweden,,,,,
http://www.wikidata.org/entity/Q5933514,Aasulv Lande,http://www.wikidata.org/entity/Q4578730,Lauvdal,Norway,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,http://www.wikidata.org/entity/Q218506,Lund University,http://www.wikidata.org/entity/Q2167,Lund,Sweden
http://www.wikidata.org/entity/Q40207561,Aatto Laaksonen,,,,http://www.wikidata.org/entity/Q221645,Stockholm University,1878-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,http://www.wikidata.org/entity/Q221645,Stockholm University,,,
http://www.wikidata.org/entity/Q4663730,Abbas Anvari,,,,http://www.wikidata.org/entity/Q836805,Chalmers University of Technology,1829-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25287,Gothenburg,Sweden,http://www.wikidata.org/entity/Q2096604,Sharif University of Technology,,,
http://www.wikidata.org/entity/Q90633667,Abbas Saeed Hakeem,,,,http://www.wikidata.org/entity/Q221645,Stockholm University,1878-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,http://www.wikidata.org/entity/Q221645,Stockholm University,,,
http://www.wikidata.org/entity/Q90633667,Abbas Saeed Hakeem,,,,http://www.wikidata.org/entity/Q221645,Stockholm University,1878-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,http://www.wikidata.org/entity/Q4116241,King Fahd University of Petroleum and Minerals,,,
http://www.wikidata.org/entity/Q90633667,Abbas Saeed Hakeem,,,,http://www.wikidata.org/entity/Q221645,Stockholm University,1878-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,http://www.wikidata.org/entity/Q5557604,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,,,
http://www.wikidata.org/entity/Q92344580,Abdalla Abdelwahab,,,,http://www.wikidata.org/entity/Q218506,Lund University,1666-12-19T00:00:00Z,http://www.wikidata.org/entity/Q2167,Lund,Sweden,http://www.wikidata.org/entity/Q4887885,Beni-Suef University,,,
http://www.wikidata.org/entity/Q60311822,Abderrahman Ait Ali,http://www.wikidata.org/entity/Q2384142,Ait Melloul,Morocco,http://www.wikidata.org/entity/Q782600,Linköping University,1975-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25413,Linköping,Sweden,http://www.wikidata.org/entity/Q3563936,Swedish National Road and Transport Research Institute,,,
http://www.wikidata.org/entity/Q60311822,Abderrahman Ait Ali,http://www.wikidata.org/entity/Q2384142,Ait Melloul,Morocco,http://www.wikidata.org/entity/Q854280,Royal Institute of Technology,1827-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,http://www.wikidata.org/entity/Q3563936,Swedish National Road and Transport Research Institute,,,
http://www.wikidata.org/entity/Q57902212,Abdimajid Osman,,,,http://www.wikidata.org/entity/Q782600,Linköping University,1975-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25413,Linköping,Sweden,http://www.wikidata.org/entity/Q793867,Scripps Research,http://www.wikidata.org/entity/Q16552,San Diego,United States of America
http://www.wikidata.org/entity/Q5957360,Abdolrahim Gavahi,http://www.wikidata.org/entity/Q3616,Tehran,Iran,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,,,,,
http://www.wikidata.org/entity/Q61162144,Abdul Ghafoor,,,,http://www.wikidata.org/entity/Q1312762,Swedish University of Agricultural Sciences,1977-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,http://www.wikidata.org/entity/Q1312762,Swedish University of Agricultural Sciences,,,
http://www.wikidata.org/entity/Q61162144,Abdul Ghafoor,,,,http://www.wikidata.org/entity/Q1312762,Swedish University of Agricultural Sciences,1977-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,http://www.wikidata.org/entity/Q10544771,Swedish Chemicals Agency,,,
http://www.wikidata.org/entity/Q23706328,Abdul Karim Bangura,http://www.wikidata.org/entity/Q844878,Bo,Sierra Leone,http://www.wikidata.org/entity/Q221645,Stockholm University,1878-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,http://www.wikidata.org/entity/Q168000,American University,,,
http://www.wikidata.org/entity/Q23706328,Abdul Karim Bangura,http://www.wikidata.org/entity/Q844878,Bo,Sierra Leone,http://www.wikidata.org/entity/Q221645,Stockholm University,1878-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,http://www.wikidata.org/entity/Q895439,Bowie State University,,,
http://www.wikidata.org/entity/Q23706328,Abdul Karim Bangura,http://www.wikidata.org/entity/Q844878,Bo,Sierra Leone,http://www.wikidata.org/entity/Q221645,Stockholm University,1878-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,http://www.wikidata.org/entity/Q7555052,Sojourner–Douglass College,,,
http://www.wikidata.org/entity/Q41896648,Abdul Rashid Qureshi,,,,http://www.wikidata.org/entity/Q219564,Karolinska Institute,1810-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,http://www.wikidata.org/entity/Q219564,Karolinska Institute,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden
http://www.wikidata.org/entity/Q88113088,Abdul-Karim Abbas,,,,http://www.wikidata.org/entity/Q371522,University of Gothenburg,1954-07-01T00:00:00Z,http://www.wikidata.org/entity/Q25287,Gothenburg,Sweden,http://www.wikidata.org/entity/Q371522,University of Gothenburg,http://www.wikidata.org/entity/Q25287,Gothenburg,Sweden
http://www.wikidata.org/entity/Q88113088,Abdul-Karim Abbas,,,,http://www.wikidata.org/entity/Q371522,University of Gothenburg,1954-07-01T00:00:00Z,http://www.wikidata.org/entity/Q25287,Gothenburg,Sweden,http://www.wikidata.org/entity/Q868421,"University of California, Irvine",,,
http://www.wikidata.org/entity/Q56887311,Abdulhakim Abdi,,,,http://www.wikidata.org/entity/Q218506,Lund University,1666-12-19T00:00:00Z,http://www.wikidata.org/entity/Q2167,Lund,Sweden,http://www.wikidata.org/entity/Q186285,University of Copenhagen,,,
http://www.wikidata.org/entity/Q106098434,Abel Riu,http://www.wikidata.org/entity/Q1492,Barcelona,Spain,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,,,,,
http://www.wikidata.org/entity/Q58984819,Abhilash Sugunan,,,,http://www.wikidata.org/entity/Q854280,Royal Institute of Technology,1827-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,http://www.wikidata.org/entity/Q854280,Royal Institute of Technology,http://www.wikidata.org/entity/Q10441282,Q10441282,Sweden
http://www.wikidata.org/entity/Q58984819,Abhilash Sugunan,,,,http://www.wikidata.org/entity/Q854280,Royal Institute of Technology,1827-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,http://www.wikidata.org/entity/Q7315107,Research Institutes of Sweden,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden
http://www.wikidata.org/entity/Q58984819,Abhilash Sugunan,,,,http://www.wikidata.org/entity/Q854280,Royal Institute of Technology,1827-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,http://www.wikidata.org/entity/Q727675,Asian Institute of Technology,,,
http://www.wikidata.org/entity/Q4118653,Abir Al-Sahlani,http://www.wikidata.org/entity/Q38811,Nasiriya,Iraq,http://www.wikidata.org/entity/Q1940803,Mid Sweden University,1993-01-01T00:00:00Z,http://www.wikidata.org/entity/Q26515,Östersund,Sweden,,,,,
http://www.wikidata.org/entity/Q4118653,Abir Al-Sahlani,http://www.wikidata.org/entity/Q38811,Nasiriya,Iraq,http://www.wikidata.org/entity/Q1940803,Mid Sweden University,1993-01-01T00:00:00Z,http://www.wikidata.org/entity/Q26476,Sundsvall,Sweden,,,,,
http://www.wikidata.org/entity/Q102430009,Abiy Kifle,,,,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,,,,,
http://www.wikidata.org/entity/Q85885807,Aboma Merdasa,,,,http://www.wikidata.org/entity/Q218506,Lund University,1666-12-19T00:00:00Z,http://www.wikidata.org/entity/Q2167,Lund,Sweden,http://www.wikidata.org/entity/Q314578,Helmholtz-Zentrum Berlin,http://www.wikidata.org/entity/Q1949,Wannsee,Germany
http://www.wikidata.org/entity/Q102169362,Aboubakr Bayoumi,,,,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,,,,,
http://www.wikidata.org/entity/Q16857607,Abraham Coates Fitzgibbon,http://www.wikidata.org/entity/Q4220577,Kilworth,Ireland,http://www.wikidata.org/entity/Q836805,Chalmers University of Technology,1829-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25287,Gothenburg,Sweden,,,,,
http://www.wikidata.org/entity/Q329875,Abraham Constantin Mouradgea d’Ohsson,http://www.wikidata.org/entity/Q406,Istanbul,Turkey,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,,,,,
http://www.wikidata.org/entity/Q5945061,Abraham Gustafsson Leijonhufvud,http://www.wikidata.org/entity/Q2199221,Hökerum,Sweden,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,,,,,
http://www.wikidata.org/entity/Q97971343,Abraham Halef,,,,http://www.wikidata.org/entity/Q221645,Stockholm University,1878-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,,,,,
http://www.wikidata.org/entity/Q2706401,Abraham Langlet,http://www.wikidata.org/entity/Q26518,Södertälje,Sweden,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,http://www.wikidata.org/entity/Q836805,Chalmers University of Technology,http://www.wikidata.org/entity/Q25287,Gothenburg,Sweden
http://www.wikidata.org/entity/Q2706401,Abraham Langlet,http://www.wikidata.org/entity/Q26518,Södertälje,Sweden,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,http://www.wikidata.org/entity/Q185246,Uppsala University,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden
http://www.wikidata.org/entity/Q4241627,Abraham Peter Cronholm,http://www.wikidata.org/entity/Q10553938,Landskrona Parish,Sweden,http://www.wikidata.org/entity/Q218506,Lund University,1666-12-19T00:00:00Z,http://www.wikidata.org/entity/Q2167,Lund,Sweden,http://www.wikidata.org/entity/Q218506,Lund University,http://www.wikidata.org/entity/Q2167,Lund,Sweden
http://www.wikidata.org/entity/Q102243206,Abraham Rundbäck,,,,http://www.wikidata.org/entity/Q218506,Lund University,1666-12-19T00:00:00Z,http://www.wikidata.org/entity/Q2167,Lund,Sweden,,,,,
http://www.wikidata.org/entity/Q6085131,Abraham Rydberg,http://www.wikidata.org/entity/Q10561393,Q10561393,Sweden,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,,,,,
http://www.wikidata.org/entity/Q6219883,Abraham Unger,http://www.wikidata.org/entity/Q10688470,Söderala church parish,Sweden,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,,,,,
http://www.wikidata.org/entity/Q102426307,Abraham Zemui,,,,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,,,,,
http://www.wikidata.org/entity/Q102421199,Abtin Daghighi,,,,http://www.wikidata.org/entity/Q1940803,Mid Sweden University,1993-01-01T00:00:00Z,http://www.wikidata.org/entity/Q26515,Östersund,Sweden,,,,,
http://www.wikidata.org/entity/Q102421199,Abtin Daghighi,,,,http://www.wikidata.org/entity/Q1940803,Mid Sweden University,1993-01-01T00:00:00Z,http://www.wikidata.org/entity/Q26476,Sundsvall,Sweden,,,,,
http://www.wikidata.org/entity/Q7426,Ada Yonath,http://www.wikidata.org/entity/Q1218,Jerusalem,Israel,http://www.wikidata.org/entity/Q219564,Karolinska Institute,1810-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,http://www.wikidata.org/entity/Q131252,University of Chicago,,,
http://www.wikidata.org/entity/Q7426,Ada Yonath,http://www.wikidata.org/entity/Q1218,Jerusalem,Israel,http://www.wikidata.org/entity/Q219564,Karolinska Institute,1810-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden,http://www.wikidata.org/entity/Q102212738,Q102212738,,,
http://www.wikidata.org/entity/Q37374028,Adam A. Strömstedt,,,,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,http://www.wikidata.org/entity/Q185246,Uppsala University,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden
http://www.wikidata.org/entity/Q37374028,Adam A. Strömstedt,,,,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,http://www.wikidata.org/entity/Q1879124,Medical Products Agency,,,
http://www.wikidata.org/entity/Q102429898,Adam Andersson,,,,http://www.wikidata.org/entity/Q836805,Chalmers University of Technology,1829-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25287,Gothenburg,Sweden,,,,,
http://www.wikidata.org/entity/Q4678926,Adam Cwejman,,,,http://www.wikidata.org/entity/Q371522,University of Gothenburg,1954-07-01T00:00:00Z,http://www.wikidata.org/entity/Q25287,Gothenburg,Sweden,http://www.wikidata.org/entity/Q3100960,Timbro,http://www.wikidata.org/entity/Q1754,Stockholm,Sweden
http://www.wikidata.org/entity/Q4679001,Adam Dunkels,http://www.wikidata.org/entity/Q8079026,Örnäset parish,Sweden,http://www.wikidata.org/entity/Q1972721,Luleå University of Technology,1971-07-01T00:00:00Z,http://www.wikidata.org/entity/Q7230430,Porsön,Sweden,,,,,
http://www.wikidata.org/entity/Q4679001,Adam Dunkels,http://www.wikidata.org/entity/Q8079026,Örnäset parish,Sweden,http://www.wikidata.org/entity/Q1972721,Luleå University of Technology,1971-07-01T00:00:00Z,http://www.wikidata.org/entity/Q26268,Luleå,Sweden,,,,,
http://www.wikidata.org/entity/Q57611419,Adam Johansson,,,,http://www.wikidata.org/entity/Q1144565,Umeå University,1965-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25579,Umeå,Sweden,http://www.wikidata.org/entity/Q230492,University of Michigan,http://www.wikidata.org/entity/Q485172,Ann Arbor,United States of America
http://www.wikidata.org/entity/Q57611419,Adam Johansson,,,,http://www.wikidata.org/entity/Q1144565,Umeå University,1965-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25579,Umeå,Sweden,http://www.wikidata.org/entity/Q1144565,Umeå University,http://www.wikidata.org/entity/Q25579,Umeå,Sweden
http://www.wikidata.org/entity/Q90108414,Adam Kirrander,,,,http://www.wikidata.org/entity/Q185246,Uppsala University,1477-01-01T00:00:00Z,http://www.wikidata.org/entity/Q25286,Uppsala,Sweden,http://www.wikidata.org/entity/Q160302,University of Edinburgh,http://www.wikidata.org/entity/Q23436,Edinburgh,United Kingdom
